index,Date,URL,Tweet,Influencer,Country,Language,Reach,Engagement,AVE,Sentiment,Key Phrases,Input Name,Keywords,Twitter Authority,Tweet Id,Twitter Id,Twitter Client,Twitter Screen Name,User Profile Url,Twitter Bio,Twitter Followers,Twitter Following,Alternate Date Format,Time,State,City,Views,Likes,Replies,Retweets,Shares,Reactions,Threads,Is Verified,Parent URL
3934,19-Jul-2023 05:52PM,http://twitter.com/guypbenson/statuses/1681784027580186625," @CollinRugg: I’m told objecting to pornographic material, including in schools, is banning books? ; BREAKING: Disorder breaks out in the House after Rep. Marjorie Taylor Greene displays images of Hunter Biden having sex with hookers. Greene: ""...Hunter Biden making sex tapes… Excuse me this is my time..."" Raskin: ""Should we be displaying this in the committee?"" Comer:…   /fcAiOplQMd",@guypbenson,United States,English,349852.0,770,3236.13,Negative,"books,committee,schools,sex tapes,sex with hookers",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1681784027580186625""","""16193222""",Twitter for iPhone,Guy Benson,http://www.twitter.com/guypbenson,@FoxNews | @townhallcom | @GuyBensonShow | @PremiereSpeaker | @NorthwesternU alum. 🇺🇸,349852.0,705.0,19-Jul-23,5:52 PM,"Washington, D.C.","Washington, D.C.",45952.0,612,46,112.0,112,612,46,False, //twitter.com/CollinRugg/statuses/1681754904770260993
3936,24-Mar-2023 11:59AM,http://twitter.com/cspan/statuses/1639295766584872960,".@repjeffries: ""Extreme MAGA Republicans in the House have done nothing on the economy, nothing on inflation, nothing on job creation.. but today, extreme MAGA Republicans passed a bill that puts politics over parents and will ban books, censor librarians and bully children.""   /j0nTw5u3Tz",@cspan,United States,English,2104074.0,614,19462.68,Negative,"bill,books,creation,economy,librarians and bully children,parents",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10.0,"""1639295766584872960""","""15675138""",Twitter Ads,CSPAN,http://www.twitter.com/cspan,Capitol Hill. The White House. National Politics. Powered by Cable.,2104074.0,8559.0,24-Mar-23,11:59 AM,Washington,,38073.0,359,99,156.0,156,359,99,False,
3946,20-Dec-2022 05:32PM,http://twitter.com/rweingarten/statuses/1605330291270230017,This morning anti-LGBTQ account Libs of TikTok attacked me with baseless claims not worth repeating. I am against banning books like the Diary of Ann Frank or stories about Ruby Bridges. And I want all parents voices’ heard- just like I want all educators’ heard.,@rweingarten,United States,English,122523.0,680,1133.34,Negative,"baseless claims,books,educators,parents voices",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1605330291270230017""","""245424983""",Twitter for iPhone,Randi Weingarten 🇺🇦🇺🇸💪🏿👩‍🎓,http://www.twitter.com/rweingarten,"AFT Prez.Teacher.Unionist. Fighting 4 children & communities, democracy, justice, public ed & healthcare & freedom 4 all. Wife of @Skleinbaum. Pronouns: She/her",122523.0,4699.0,20-Dec-22,5:32 PM,"Washington, D.C.","Washington, D.C.",,590,1,89.0,89,590,1,True,
3952,02-Apr-2023 10:37PM,http://twitter.com/RobertMaguire_/statuses/1642717955757678592,"While Ron DeSantis is shutting down drag shows and banning library books, his state’s property insurance—which is already the highest in the country—is going to increase up to 60 percent   /JW6JGAHnAE",@RobertMaguire_,United States,English,78914.0,574,729.95,Negative,"country,library books,percent,property insurance,shows",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1642717955757678592""","""1398759560""",Twitter for iPhone,Robert Maguire,http://www.twitter.com/RobertMaguire_,Research Director @CREWcrew | Former Dark Money digger @OpenSecretsDC | Self-hating 😼person who loves your 🐶 @RobertMaguire@Journa.host,78914.0,1674.0,2-Apr-23,10:37 PM,"Washington, D.C.",,27596.0,370,10,179.0,194,370,10,True,
3970,19-Oct-2023 11:09AM, //twitter.com/BrianKarem/statuses/1715022407734288519," @ThePlumLineGS: Book banning never falls on the right side of history.   /c7FKQkzPYt ; This is nuts: Hundreds of books have now been pulled from schools across Iowa, many due to a new law targeting depictions of ""sex acts."" They include: 1984 Brave New World Slaughterhouse-Five Ulysses Critics of these laws have been vindicated. Free link:   /jWmRGzzhl0",@briankarem,United States,English,391607.0,762,3622.36,Negative,"depictions,history,hundreds of books,laws,right side,sex acts",(book OR books) NEAR (ban OR banned OR banning OR ban,"Book,banning",10.0,"""1715022407734288519""","""21001599""",,Brian J. Karem, //twitter.com/BrianKarem,"Husband/Dad/Gdad /WH columnist/author/dog lover/singer Host @jatqpodcast Author ""Free The Press""   /QdiW0rO2oW ""Just gimme some truth,""-John Lennon.",391607.0,2272.0,19-Oct-23,11:09 AM,"Washington, D.C.","Washington, D.C.",49516.0,605,23,134.0,134,605,23,True, //twitter.com/ThePlumLineGS/statuses/1714971062717300831
3987,28-Mar-2023 09:26PM, //twitter.com/thehill/statuses/1640888023339483137,"Liz Cheney: ""Need to spend less time banning books,"" more time stopping ""horrific gun violence""   /EApuKoPMQb   /esr1Xyv6nB",@thehill,United States,English,4477382.0,656,41415.78,Negative,"books,horrific gun violence",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1640888023339483137""","""1917731""",SocialFlow,The Hill, //twitter.com/thehill,"The Hill is the premier source for policy and political news. Follow for tweets on what's happening in Washington, breaking news and retweets of our reporters.",4477382.0,327.0,28-Mar-23,9:26 PM,"Washington, D.C.","Washington, D.C.",40034.0,487,65,94.0,104,487,65,True,
4014,27-Sep-2023 05:56PM,http://twitter.com/ExposingBiden/statuses/1707152296033812892,"🚨UNCOVERED: The Biden administration is discussing the possibility of using civil rights laws to force schools and libraries to show kids sexually explicit ""banned books"" regardless of their parents' objections. This is from an event co-sponsored by the American Library…   /PelGXvhrXH",@ExposingBiden,United States,English,7187.0,755,66.48,Neutral,"biden administration,books,civil rights laws,kids,objections,parents,possibility,schools and libraries",(book OR books) NEAR (ban OR banned OR banning OR ban,"banned,books",7.0,"""1707152296033812892""","""1352366499441336323""",Twitter Web App,American Accountability Foundation,http://www.twitter.com/ExposingBiden,A team of professional investigators working non-stop to expose the left's secrets and hold Biden accountable. Follow for explosive findings.,7187.0,2360.0,27-Sep-23,5:56 PM,"Washington, D.C.","Washington, D.C.",70904.0,339,71,289.0,345,339,71,True,
4029,19-Sep-2023 05:41PM, //twitter.com/thehill/statuses/1704249267064303759,LeVar Burton leads dozens of celebs in open letter against book bans   /pKJnvjhJ6G   /uZ8zLd16aY,@thehill,United States,English,4443700.0,751,41104.22,Neutral,"book,dozens of celebs,open letter",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1704249267064303759""","""1917731""",,The Hill, //twitter.com/thehill,"The Hill is the premier source for policy and political news. Follow for tweets on what's happening in Washington, breaking news and retweets of our reporters.",4443700.0,339.0,19-Sep-23,5:41 PM,"Washington, D.C.","Washington, D.C.",32353.0,569,60,122.0,122,569,60,True,
4031,04-Oct-2023 03:39PM, //twitter.com/JuddLegum/statuses/1709654505283809314,Celebrating Banned Book Week in my new favorite t-shirt ⁦@MoveOn⁩ ⁦@levarburton⁩   /Y4eCXqCKtV,@juddlegum,United States,English,566225.0,750,5237.58,Neutral,,(book OR books) NEAR (ban OR banned OR banning OR ban,"Banned,Book",10.0,"""1709654505283809314""","""15464697""",,Judd Legum, //twitter.com/JuddLegum,"I write Popular Information, an independent newsletter dedicated to accountability journalism. judd@popular.info | Signal/Text: 202-599-7124 | DMs open",566225.0,1338.0,4-Oct-23,3:39 PM,"Washington, D.C.","Washington, D.C.",29517.0,646,22,82.0,82,646,22,False,
4067,02-Mar-2023 09:19AM,http://twitter.com/EdgeofSports/statuses/1631298112173031425,"Why have we reached a point where the DeSantis right is banning books by Toni Morrison and Hank Aaron, and yet they still feel like they can bleat about ""cancel culture""? Everything is projection. Everything.",@EdgeofSports,United States,English,109205.0,628,1010.15,Negative,"culture,point,projection",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1631298112173031425""","""50684256""",Twitter Web App,Dave Zirin,http://www.twitter.com/EdgeofSports,Sports editor @thenation. Host of the Edge of Sports Podcast. http://bit.ly/2Ls7zh4 Co-host of WPFW's The Collision w/Etan Thomas.,109205.0,1105.0,2-Mar-23,9:19 AM,"Washington, D.C.","Washington, D.C.",22940.0,505,11,106.0,112,505,11,True,
4071,16-Dec-2022 11:34AM,http://twitter.com/guypbenson/statuses/1603790592873570307," @DeanObeidallah: So true! I was just released from a DeSantis-operated secret prison for saying gay at a peaceful protest during Black history month. I couldn’t read books during my incarceration, as they were strictly forbidden. ; Ron DeSantis banned books, banned abortion, banned Black history month, banned saying gay, criminalized peaceful protests, punished those who dared oppose his policies from officials to Disney to the Tampa Bay Rays but DeSantis tells us he is all about one thing: Freedom.",@guypbenson,United States,English,334118.0,678,3090.59,Neutral,"abortion,books,incarceration,peaceful protests,policies,secret prison",(book OR books) NEAR (ban OR banned OR banning OR ban,"banned,books",10.0,"""1603790592873570307""","""16193222""",Twitter for iPhone,Guy Benson,http://www.twitter.com/guypbenson,"Political editor of @townhallcom, @FoxNews contributor, @GuyBensonShow (M-F, 3-6pm ET) host, @NorthwesternU alum. 🇺🇸",334118.0,685.0,16-Dec-22,11:34 AM,"Washington, D.C.","Washington, D.C.",,549,68,,61,549,68,True, //twitter.com/DeanObeidallah/statuses/1603002987877646336
4106,18-Jan-2023 09:53PM,http://twitter.com/dceiver/statuses/1615905331409715200, @MasonAtoms: periodic reminder that the trumped up CRT panic was always a cover to do stuff like this ; Virginia’s Madison County School Board approved banning 21 books from its high school library.   /vPoPFonLHY   /afiQSosSli,@dceiver,United States,English,32007.0,552,296.06,Negative,"books,cover,high school library,periodic reminder",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",9.0,"""1615905331409715200""","""14066024""",TweetDeck,Jason Linkins,http://www.twitter.com/dceiver,"Deputy editor, The New Republic. Past: ThinkProgress, Huffington Post. I said, ""Where'd you get your information from, huh?""",32007.0,1933.0,18-Jan-23,9:53 PM,"Washington, D.C.","Washington, D.C.",,364,7,,181,364,7,True, //twitter.com/MasonAtoms/statuses/1614270165562150912
4155,30-Jan-2023 05:37PM,http://twitter.com/WajahatAli/statuses/1620189569361793024, @NoLieWithBTC: I predict book banning is not a successful national policy but Republicans are so extreme now that they don't care. ; This is what a Florida school now looks like because of a new DeSantis law. The GOP’s idea of “freedom.” (video from @JagsFanBrian)   /4oNKO9AMxn,@WajahatAli,United States,English,323137.0,599,2989.02,Negative,"book,freedom,idea,new DeSantis law,successful national policy,video",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,banning",10.0,"""1620189569361793024""","""21733692""",Twitter for Android,Wajahat Ali,http://www.twitter.com/WajahatAli,Author of GO BACK TO WHERE YOU CAME FROM (Jan 2023 Paperback). wajahatmali@protonmail.com,323137.0,1932.0,30-Jan-23,5:37 PM,"Washington, D.C.",,40674.0,429,45,125.0,125,429,45,True, //twitter.com/NoLieWithBTC/statuses/1620074605200441345
4186,19-May-2023 08:24PM, //twitter.com/thereidout/statuses/1659716814215979010,".@Chasten Buttigieg on the new, young adult adaptation of his memoir, “I Have Something to Tell You”: ""I was a former middle school teacher, so I know my audience. I wrote a completely age-appropriate book. If the book is banned I think that's just politics."" #TheReidOut   /pQtXHVfjoV",@thereidout,United States,English,593955.0,615,5494.08,Neutral,"appropriate book,audience,former middle school teacher,memoir,politics,young adult adaptation",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,banned",10.0,"""1659716814215979010""","""205864193""",Wildmoka,The ReidOut, //twitter.com/thereidout,#TheReidOut with @JoyAnnReid airs weeknights at 7 pm ET on @MSNBC. Watch top show clips at   /8fmfDP1V27. Read our #ReidOutBlog:   /sHiNubY7Bi. #reiders,593955.0,2464.0,19-May-23,8:24 PM,Washington,,37096.0,473,42,100.0,100,473,42,True,
4191,31-May-2023 11:19AM,http://twitter.com/JuddLegum/statuses/1663928196687962112,"3. Illinois provides $62 million in funding to libraries. In order to be eligible for these grants, a library must ""adopt the American Library Association's Library Bill of Rights… or, in the alternative, develop a written statement prohibiting the practice of banning books.""",@JuddLegum,United States,English,570981.0,625,5281.57,Neutral,"alternative,books,funding to libraries,grants,library,million,practice,written statement",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1663928196687962112""","""15464697""",TweetDeck,Judd Legum,http://www.twitter.com/JuddLegum,"I write Popular Information, an independent newsletter dedicated to accountability journalism. judd@popular.info | Signal/Text: 202-599-7124 | DMs open",570981.0,1341.0,31-May-23,11:19 AM,"Washington, D.C.","Washington, D.C.",11943.0,533,3,89.0,89,533,3,True,http://twitter.com/JuddLegum/statuses/1663927990416179200
4196,13-Mar-2023 09:55AM, //twitter.com/RawStory/statuses/1635278446132858883,Ron DeSantis' claims about book ban 'hoax' meticulously debunked   /wNhQwyxXRS,@rawstory,United States,English,229408.0,568,2122.02,Negative,"book ban,hoax",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,ban",10.0,"""1635278446132858883""","""16041234""",Twitter Web App,Raw Story, //twitter.com/RawStory,The official Twitter of the award-winning http://RawStory.com. Want to get our daily newsletter? Click here: http://rawstory.com/st/Newsletter_…,229408.0,3987.0,13-Mar-23,9:55 AM,"Washington, D.C.","Washington, D.C.",36817.0,404,19,145.0,145,404,19,True,
4284,25-Apr-2023 04:40PM,http://twitter.com/ACLU/statuses/1650963003922083862,"Are you there, First Amendment? It’s us, the ACLU. Book bans are a violation of our right to learn — this National Library Week, join us and Jessica Williams as we show our love for librarians fighting censorship across the country.   /euGVj6pthw   /daJd2HJIfQ",@ACLU,United States,English,1899172.0,577,17567.34,Neutral,"Book bans,First Amendment,country,librarians,love,violation",(book OR books) NEAR (ban OR banned OR banning OR ban,"Book,bans",10.0,"""1650963003922083862""","""13393052""",Twitter Web App,ACLU,http://www.twitter.com/ACLU,"The ACLU is a nonprofit, nonpartisan, legal and advocacy 501(c)(4) organization. Visit our site for more about us and our affiliated org, the ACLU Foundation.",1899172.0,5495.0,25-Apr-23,4:40 PM,"Washington, D.C.",,101540.0,409,48,120.0,120,409,48,True,
